,relevant,title,authors,url,venue,year,keywords,abstract
570,,TIPS - Mining Top-K Locations to Minimize User-Inconvenience for Trajectory-Aware Services.,"Shubhadip Mitra,Priya Saraf,Arnab Bhattacharya 0001",https://doi.org/10.1109/TKDE.2019.2935448,TKDE,2021,"Trajectory,Roads,Public transportation,Fuels,Indexes,Linear programming,Urban areas","Facility location problems aim to identify the best locations to set up new services. The majority of the existing works typically assume that the users are static. However, there exists a wide array of services such as fuel stations, ATMs, food joints, etc., that are widely accessed by mobile users besides the static ones. Such trajectory-aware services should, therefore, factor in the trajectories of its users rather than simply their static locations. In this work, we introduce the problem of optimal placement of facility locations for such trajectory-aware services that minimize the user inconvenience. The inconvenience of a user is the extra distance traveled by her from her regular path to avail a service. We call this the TIPS problem (Trajectory-aware Inconvenience-minimizing Placement of Services) and consider two variants of it. The goal of the first variant, MAX-TIPS, is to minimize the maximum inconvenience faced by any user, while that of the second, AVG-TIPS, is to minimize the average inconvenience over all the users. We show that both these problems are NP-hard, and propose multiple efficient heuristics to solve them. Empirical evaluation on real urban-scale road networks validate the efficiency and effectiveness of the proposed heuristics."
571,,Efficient Computation and Visualization of Multiple Density-Based Clustering Hierarchies.,"Antônio Cavalcante Araújo Neto,Jörg Sander 0001,Ricardo J. G. B. Campello,Mario A. Nascimento",https://doi.org/10.1109/TKDE.2019.2962412,TKDE,2021,"Computational efficiency,Clustering algorithms,Proposals,Data visualization,Organizations,Optics,Euclidean distance","HDBSCAN*, a state-of-the-art density-based hierarchical clustering method, produces a hierarchical organization of clusters in a dataset 
<i>w.r.t.</i>
 a parameter 
<inline-formula><tex-math notation=""LaTeX"">$mpts$</tex-math></inline-formula>
. While a small change in 
<inline-formula><tex-math notation=""LaTeX"">$mpts$</tex-math></inline-formula>
 typically leads to a small change in the clustering structure, choosing a “good” 
<inline-formula><tex-math notation=""LaTeX"">$mpts$</tex-math></inline-formula>
 value can be challenging: depending on the data distribution, a high or low 
<inline-formula><tex-math notation=""LaTeX"">$mpts$</tex-math></inline-formula>
 value may be more appropriate, and certain clusters may reveal themselves at different values. To explore results for a range of 
<inline-formula><tex-math notation=""LaTeX"">$mpts$</tex-math></inline-formula>
 values, one has to run HDBSCAN* for each value independently, which can be computationally impractical. In this paper, we propose an approach to efficiently compute 
<i>all</i>
 HDBSCAN* hierarchies for a 
<i>range</i>
 of 
<inline-formula><tex-math notation=""LaTeX"">$mpts$</tex-math></inline-formula>
 values by building upon results from computational geometry to replace HDBSCAN*’s complete graph with a smaller equivalent graph. An experimental evaluation shows that our approach can obtain over one hundred hierarchies for the computational cost equivalent to running HDBSCAN* about twice, which corresponds to a speedup of more than 60 times, compared to running HDBSCAN* independently that many times. We also propose a series of visualizations that allow users to analyze a collection of hierarchies for a range of 
<inline-formula><tex-math notation=""LaTeX"">$mpts$</tex-math></inline-formula>
 values, along with case studies that illustrate how these analyses are performed."
572,,&quot;What Do Your Friends Think?&quot; - Efficient Polling Methods for Networks Using Friendship Paradox.,"Buddhika Nettasinghe,Vikram Krishnamurthy",https://doi.org/10.1109/TKDE.2019.2940914,TKDE,2021,"Social networking (online),Voting,Forecasting,Sampling methods,Color,Simulation,Indexes","This paper deals with randomized polling of a social network. In the case of forecasting the outcome of an election between two candidates A and B, classical intent polling asks randomly sampled individuals: who will you vote for? Expectation polling asks: who do you think will win? In this paper, we propose a novel neighborhood expectation polling (NEP) strategy that asks randomly sampled individuals: what is your estimate of the fraction of votes for A? Therefore, in NEP, sampled individuals will naturally look at their neighbors (defined by the underlying social network graph) when answering this question. Hence, the mean squared error (MSE) of NEP methods rely on selecting the optimal set of samples from the network. To this end, we propose two NEP algorithms for the following cases: (i) the social network graph is not known but, random walks (sequential exploration) can be performed on the graph, and (ii) the social network graph is unknown but, uniformly sampled nodes from the network are available. For both cases, algorithms based on a graph theoretic consequence called friendship paradox are proposed. Theoretical results on the dependence of the MSE of the algorithms on the properties of the network are established. Numerical results on real and synthetic data sets are provided to illustrate the performance of the algorithms."
573,,Structured Graph Optimization for Unsupervised Feature Selection.,"Feiping Nie 0001,Wei Zhu,Xuelong Li",https://doi.org/10.1109/TKDE.2019.2937924,TKDE,2021,"Feature extraction,Manifolds,Dimensionality reduction,Data structures,Benchmark testing,Nonlinear optics,Optical imaging","Unsupervised feature selection has attracted more and more attention due to the rapid growth of the large amount of unlabelled and high-dimensional data. The performance of traditional spectral-based unsupervised methods always depends on the quality of constructed similarity matrix. However, real world data always contain a large number of noise samples and features that make the similarity matrix created by original data cannot be fully relied. We propose an unsupervised feature selection method which conducts feature selection and local structure learning simultaneously. Moreover, we add an important constraint on the similarity matrix to allow it to capture more accurate information of the data structure. To perform feature selection, orthogonal constraint and `2;p-norm are adopted on the projection matrix. An efficient and simple algorithm is derived to tackle the problem. We conduct comprehensive experiments on various benchmark data sets, including handwritten digit, face image, and biomedical data, to validate the effectiveness of the proposed approach."
574,,Learning Structural Node Representations Using Graph Kernels.,"Giannis Nikolentzos,Michalis Vazirgiannis",https://doi.org/10.1109/TKDE.2019.2947478,TKDE,2021,"Kernel,Matrix decomposition,Task analysis,Social networking (online),Vocabulary,Feature extraction,Memory management","Many applications require identifying nodes that perform similar functions in a graph. For instance, identifying structurally equivalent nodes can provide insight into the structure of complex networks. Learning latent representations that capture such structural role information about nodes has recently gained a lot of attention. Existing techniques for learning such representations typically rely on manually engineered features or are very expensive in terms of time and memory requirements. In this paper, we propose SEGK, a powerful framework for computing structural node representations. SEGK learns node representations by generating (or approximating) and decomposing a kernel matrix that incorporates structural similarity between nodes. To compute the similarity between two nodes, the proposed framework builds on well-established concepts from graph mining. Specifically, it compares the neighborhood subgraphs of increasing size of two nodes using graph kernels. SEGK is very flexible, and besides unlabeled graphs, it can also handle node-labeled and node-attributed graphs. We evaluate the proposed framework on several synthetic and real-world datasets, and compare its performance to state-of-the-art techniques for learning structural node embeddings. In almost all cases, the instances of the proposed framework outperform the competing methods, while their time complexity remains very attractive."
575,1,ERATO - Trading Noisy Aggregate Statistics over Private Correlated Data.,"Chaoyue Niu,Zhenzhe Zheng,Fan Wu 0006,Shaojie Tang,Xiaofeng Gao,Guihai Chen",https://doi.org/10.1109/TKDE.2019.2934100,TKDE,2021,"Aggregates,Pricing,Privacy,Differential privacy,Correlation,Data models","With the commoditization of personal privacy, pricing private data has become an intriguing problem. In this paper, we study noisy aggregate statistics trading from the perspective of a data broker in data markets. We thus propose ERATO, which enables aggrEgate statistics pRicing over privATe cOrrelated data. On one hand, ERATO guarantees arbitrage freeness against cunning data consumers. On the other hand, ERATO compensates data owners for their privacy losses using both bottom-up and top-down designs. We further apply ERATO to three practical aggregate statistics, namely weighted sum, probability distribution fitting, and degree distribution, and extensively evaluate their performances on MovieLens dataset, 2009 RECS dataset, and two SNAP large social network datasets, respectively. Our analysis and evaluation results reveal that ERATO well balances utility and privacy, achieves arbitrage freeness, and compensates data owners more fairly than differential privacy based approaches."
576,,An Embedding-Based Approach to Rule Learning in Knowledge Graphs.,"Pouya Ghiasnezhad Omran,Kewen Wang,Zhe Wang 0001",https://doi.org/10.1109/TKDE.2019.2941685,TKDE,2021,"Knowledge engineering,Task analysis,Scalability,Standards,Knowledge based systems,Predictive models,Sampling methods","It is natural and effective to use rules for representing explicit knowledge in knowledge graphs. However, it is challenging to learn rules automatically from very large knowledge graphs such as Freebase and YAGO. This paper presents a new approach, RLvLR (Rule Learning via Learning Representations), to learning rules from large knowledge graphs by using the technique of embedding in representation learning together with a new sampling method. Based on RLvLR, a new method RLvLR-Stream is developed for learning rules from streams of knowledge graphs. Both RLvLR and RLvLR-Stream have been implemented and experiments conducted to validate the proposed methods regarding the tasks of rule learning and link prediction. Experimental results show that our systems are able to handle the task of rule learning from large knowledge graphs with high accuracy and outperform some state-of-the-art systems. Specifically, for massive knowledge graphs with hundreds of predicates and over 10M facts, RLvLR is much faster and can learn much more quality rules than major systems for rule learning in knowledge graphs such as AMIE+. In the setting of knowledge graph streams, RLvLR-Stream significantly improved RLvLR for both rule learning and link prediction."
577,,Tackling Overfitting in Boosting for Noisy Healthcare Data.,"Yubin Park,Joyce C. Ho",https://doi.org/10.1109/TKDE.2019.2959988,TKDE,2021,"Boosting,Medical services,Stochastic processes,Adaptation models,Noise measurement,Training,Predictive models","Analyzing healthcare data poses several challenges including the limited number of samples, missing measurements, noisy labels, and heterogeneous data types. Tree-based boosting is well-suited for modeling such data as it is insensitive to data types and missingness. Moreover, Stochastic Gradient TreeBoost is often found in many winning solutions in public data science challenges. Unfortunately, the best performance requires extensive hyperparameter tuning and can be prone to overfitting. We propose PaloBoost, a Stochastic Gradient TreeBoost model that uses novel regularization techniques to guard against overfitting and is robust to hyperparameter settings. PaloBoost uses the out-of-bag samples to perform gradient-aware pruning and estimate adaptive learning rates. Unlike other Stochastic Gradient TreeBoost models that use the out-of-bag samples to estimate test errors, PaloBoost treats the samples as a second batch of training samples to prune the trees and adjust the learning rates. As a result, PaloBoost can dynamically adjust tree depths and learning rates to achieve faster learning at the start and slower learning as the algorithm converges. Experimental results on four datasets demonstrate that PaloBoost is robust to overfitting and is less sensitive to the hyperparameters."
578,,Stability Analysis of Denoising Autoencoders Based on Dynamical Projection System.,"Saerom Park,Jaewook Lee 0001",https://doi.org/10.1109/TKDE.2020.3010277,TKDE,2021,"Manifolds,Stability analysis,Data models,Image reconstruction,Noise reduction,Noise measurement,Perturbation methods","In this study, we give a stability analysis of denoising autoencoder(DAE) from the novel perspective of dynamical systems when the input density is defined as a distribution on a manifold. We demonstrate the connection between the corrupted distribution and the learned reconstruction function of a nonlinear DAE, which motivates the use of a dynamic projection system (DPS) associated with the learned reconstruction function. Utilizing the constructed DPS, we prove that the high-density region of the corrupted data distribution asymptotically converges to the data manifold. Then, we show that the region is the attracting stable equilibrium manifold of the DPS which is completely stable. These results serve a theoretical basis of the DAE in recognizing the high-density region of the highly corrupted data with large deviations through the DPS. The effectiveness of this analysis is verified by conducting experiments on several toy examples and real image datasets with various types of noise."
579,,ParIS+ - Data Series Indexing on Multi-Core Architectures.,"Botao Peng,Panagiota Fatourou,Themis Palpanas",https://doi.org/10.1109/TKDE.2020.2975180,TKDE,2021,"Indexing,Task analysis,Parallel processing,Hardware,Aggregates,Multicore processing","Data series similarity search is a core operation for several data series analysis applications across many different domains. Nevertheless, even state-of-the-art techniques cannot provide the time performance required for large data series collections. We propose ParIS and ParIS+, the 
<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">first</i>
 disk-based data series indices carefully designed to inherently take advantage of multi-core architectures, in order to accelerate similarity search processing times. Our experiments demonstrate that ParIS+ completely removes the CPU latency during index construction for disk-resident data, and for exact query answering is up to 1 order of magnitude faster than the current state of the art index scan method, and up to 3 orders of magnitude faster than the optimized serial scan method. ParIS+ (which is an evolution of the ADS+ index) owes its efficiency to the effective use of multi-core and multi-socket architectures, in order to distribute and execute in parallel both index construction and query answering, and to the exploitation of the Single Instruction Multiple Data (SIMD) capabilities of modern CPUs, in order to further parallelize the execution of instructions inside each core."
580,,Optimizing Multi-Query Evaluation in Federated RDF Systems.,"Peng Peng 0001,Qi Ge,Lei Zou 0001,M. Tamer Özsu,Zhiwei Xu,Dongyan Zhao 0001",https://doi.org/10.1109/TKDE.2019.2947050,TKDE,2021,"Resource description framework,Query processing,Metadata,Optimization,Bioinformatics,Germanium","This paper revisits the classical problem of multiple query optimization in federated RDF systems. We propose a heuristic query rewriting-based approach to optimize the evaluation of multiple queries. This approach can take advantage of SPARQL 1.1 to share the common computation of multiple queries while considering the cost of both query evaluation and data shipment. Although we prove that finding the optimal rewriting for multiple queries is NP-complete, we propose a heuristic rewriting algorithm with a bounded approximation ratio. Furthermore, we propose an efficient method to use the interconnection topology between RDF sources to filter out irrelevant sources, and utilize some characteristics of SPARQL 1.1 to optimize multiple joins of intermediate matches. The extensive experimental studies show that the proposed techniques are effective, efficient and scalable."
581,,Hierarchical Taxonomy-Aware and Attentional Graph Capsule RCNNs for Large-Scale Multi-Label Text Classification.,"Hao Peng,Jianxin Li 0002,Senzhang Wang,Lihong Wang,Qiran Gong,Renyu Yang,Bo Li 0005,Philip S. Yu,Lifang He 0001",https://doi.org/10.1109/TKDE.2019.2959991,TKDE,2021,"Semantics,Deep learning,Feature extraction,Computational modeling,Taxonomy,Task analysis,Data models","CNNs, RNNs, GCNs, and CapsNets have shown significant insights in representation learning and are widely used in various text mining tasks such as large-scale multi-label text classification. Most existing deep models for multi-label text classification consider either the non-consecutive and long-distance semantics or the sequential semantics. However, how to coherently take them into account is still far from studied. In addition, most existing methods treat output labels as independent medoids, ignoring the hierarchical relationships among them, which leads to a substantial loss of useful semantic information. In this paper, we propose a novel hierarchical taxonomy-aware and attentional graph capsule recurrent CNNs framework for large-scale multi-label text classification. Specifically, we first propose to model each document as a word order preserved graph-of-words and normalize it as a corresponding word matrix representation preserving both the non-consecutive, long-distance and local sequential semantics. Then the word matrix is input to the proposed attentional graph capsule recurrent CNNs for effectively learning the semantic features. To leverage the hierarchical relations among the class labels, we propose a hierarchical taxonomy embedding method to learn their representations, and define a novel weighted margin loss by incorporating the label representation similarity. Extensive evaluations on three datasets show that our model significantly improves the performance of large-scale multi-label text classification by comparing with state-of-the-art approaches."
582,,A Reliable Storage Partition for Permissioned Blockchain.,"Xiaodong Qi,Zhao Zhang,Cheqing Jin,Aoying Zhou",https://doi.org/10.1109/TKDE.2020.3012668,TKDE,2021,"Protocols,Encoding,Scalability,Fault tolerance,Fault tolerant systems,Engines","The full-replication data storage mechanism, as commonly utilized in existing blockchains, is the barrier to the system's scalability, since it retains a copy of entire blockchain at each node so that the overall storage consumption per block is O(n) with n participants. Yet another drawback is that this mechanism may limit the throughput in permissioned blockchain. Moreover, due to the existence of Byzantine nodes, existing partitioning methods, though widely adopted in distributed systems for decades, cannot suit for blockchain systems directly, so that it is critical to devise new storage mechanism for blockchain systems. This article proposes a novel storage engine, called BFT-Store, to enhance storage scalability by integrating erasure coding with Byzantine Fault Tolerance (BFT) consensus protocol. The first property of BFT-store is that the storage consumption per block can be reduced to O(1) for the first time, which enlarges overall storage capability when more nodes attend the blockchain. Second, we design an efficient online re-encoding protocol for storage scale-out and a hybrid replication scheme to enhance reading performance. Analysis in theory and extensive experimental results illustrate the scalability, availability and efficiency of BFT-Store via the implementation in an open-source permissioned blockchain Tendermint."
583,,Unsupervised Statistical Text Simplification.,"Jipeng Qiang,Xindong Wu 0001",https://doi.org/10.1109/TKDE.2019.2947679,TKDE,2021,"Encyclopedias,Electronic publishing,Internet,Benchmark testing,Standards,Mathematical model","Most recent approaches for Text Simplification (TS) have drawn on insights from machine translation to learn simplification rewrites from the monolingual parallel corpus of complex and simple sentences, yet their effectiveness strongly relies on large amounts of parallel sentences. However, there has been a serious problem haunting TS for decades, that is, the availability of parallel TS corpora is scarce or not fit for the learning task. In this paper, we will focus on one especially useful and challenging problem of unsupervised TS without a single parallel sentence. To the best of our knowledge, we present the first unsupervised text simplification system based on phrase-based machine translation system, which leverages a careful initialization of phrase tables and language models. On the widely used WikiLarge and WikiSmall benchmarks, our system respectively obtains 39.08 and 25.12 SARI points, even outperforms some supervised baselines."
584,,Generalizing the Pigeonhole Principle for Similarity Search in Hamming Space.,"Jianbin Qin,Chuan Xiao 0001,Yaoshu Wang,Wei Wang 0011,Xuemin Lin 0001,Yoshiharu Ishikawa,Guoren Wang",https://doi.org/10.1109/TKDE.2019.2899597,TKDE,2021,"Hamming distance,Query processing,Search problems,Partitioning algorithms,Resource management,Indexes","A distance search in Hamming space finds binary vectors whose Hamming distances are no more than a threshold from a query vector. It is a fundamental problem in many applications, such as image retrieval, near-duplicate Web page detection, and scientific databases. State-of-the-art approaches to Hamming distance search are mainly based on the pigeonhole principle to generate a set of candidates and then verify them. We observe that the constraint by the pigeonhole principle is not always tight and may bring about unnecessary candidates. We also observe that the distribution in real data is often skewed, but most existing solutions adopt a simple equi-width partitioning and allocate the same threshold to all the parts, hence failing to exploit the data skewness to optimize query processing. In this paper, we propose a new form of the pigeonhole principle which allows variable partitioning and threshold allocation. Based on the new principle, we develop a tight constraint of candidates and devise cost-aware methods for partitioning and threshold allocation to optimize query processing. In addition, we extend our methods to answer Hamming distance join queries. We also discuss the application of the pigeonhole principle in set similarity search, a problem that can be converted to Hamming distance search equivalently. Our evaluation on datasets with various data distributions shows the robustness of our solution and its superior query processing performance to the state-of-the-art methods."
585,,Imputation-Based Ensemble Techniques for Class Imbalance Learning.,"Roozbeh Razavi-Far,Maryam Farajzadeh-Zanjani,Boyu Wang,Mehrdad Saif,Shiladitya Chakrabarti",https://doi.org/10.1109/TKDE.2019.2951556,TKDE,2021,"Boosting,Bagging,Training,Machine learning algorithms,Measurement,Standards,Sampling methods","Correct classification of rare samples is a vital data mining task and of paramount importance in many research domains. This article mainly focuses on the development of the novel class-imbalance learning techniques, which make use of oversampling methods integrated with bagging and boosting ensembles. Two novel oversampling strategies based on the single and the multiple imputation methods are proposed. The proposed techniques aim to create useful synthetic minority class samples, similar to the original minority class samples, by estimation of missing values that are already induced in the minority class samples. The re-balanced datasets are then used to train base-learners of the ensemble algorithms. In addition, the proposed techniques are compared with the commonly used class imbalance learning methods in terms of three performance metrics including AUC, F-measure, and G-mean over several synthetic binary class datasets. The empirical results show that the proposed multiple imputation-based oversampling combined with bagging significantly outperforms other competitors."
586,,ActiveIter - Meta Diagram Based Active Learning in Social Networks Alignment.,"Yuxiang Ren,Charu C. Aggarwal,Jiawei Zhang 0001",https://doi.org/10.1109/TKDE.2019.2947908,TKDE,2021,"Buildings,Twitter,Task analysis,Training data,Training,Feature extraction","Network alignment aims at inferring a set of anchor links matching the shared entities between different information networks, which has become a prerequisite step for effective fusion of multiple information networks. In this paper, we will study the network alignment problem to fuse online social networks specifically. Social network alignment is extremely challenging to address due to several reasons, i.e., 
<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">lack of training data</i>
, 
<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">network heterogeneity</i>
 and 
<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">one-to-one constraint</i>
. Existing network alignment works usually require a large number of training instances, but such a demand can hardly be met in applications, as manual anchor link labeling is extremely expensive. Significantly different from other homogeneous network alignment works, information in online social networks is usually of heterogeneous categories, the incorporation of which in model building is not an easy task. Furthermore, the 
<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">one-to-one</i>
 cardinality constraint on anchor links renders their inference process intertwistingly correlated. To resolve these three challenges, a novel network alignment model, namely 
<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">ActiveIter</i>
 (Active Iterative Alignment), is introduced in this paper. The model 
<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">ActiveIter</i>
 defines a set of 
<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">inter-network meta diagrams</i>
 for anchor link feature extraction, adopts 
<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">active learning</i>
 for effective label query and uses 
<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">greedy link selection</i>
 for anchor link cardinality filtering. Extensive experiments were performed on a real-world aligned networks dataset, and the experimental results have demonstrated the effectiveness of 
<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">ActiveIter</i>
 compared with other state-of-the-art baseline methods."
587,,A New Pattern Representation Method for Time-Series Data.,"Roonak Rezvani,Payam M. Barnaghi,Shirin Enshaeifar",https://doi.org/10.1109/TKDE.2019.2961097,TKDE,2021,"Discrete Fourier transforms,Euclidean distance,Weight measurement,Aggregates,Data models,Internet of Things","The rapid growth of Internet of Things (IoT) and sensing technologies has led to an increasing interest in time-series data analysis. In many domains, detecting patterns of IoT data and interpreting these patterns are challenging issues. There are several methods in time-series analysis that deal with issues such as volume and velocity of IoT data streams. However, analysing the content of the data streams and extracting insights from dynamic IoT data is still a challenging task. In this paper, we propose a pattern representation method which represents time-series frames as vectors by first applying Piecewise Aggregate Approximation (PAA) and then applying Lagrangian Multipliers. This method allows representing continuous data as a series of patterns that can be used and processed by various higher-level methods. We introduce a new change point detection method which uses the constructed patterns in its analysis. We evaluate and compare our representation method with Blocks of Eigenvalues Algorithm (BEATS) and Symbolic Aggregate approXimation (SAX) methods to cluster various datasets. We have evaluated our algorithm using UCR time-series datasets and also a healthcare dataset. The evaluation results show significant improvements in analysing time-series data in our proposed method."
588,,A Survey on Data Collection for Machine Learning - A Big Data - AI Integration Perspective.,"Yuji Roh,Geon Heo,Steven Euijong Whang",https://doi.org/10.1109/TKDE.2019.2946162,TKDE,2021,"Machine learning,Data collection,Labeling,Data models,Data acquisition,Training data,Smart manufacturing","Data collection is a major bottleneck in machine learning and an active research topic in multiple communities. There are largely two reasons data collection has recently become a critical issue. First, as machine learning is becoming more widely-used, we are seeing new applications that do not necessarily have enough labeled data. Second, unlike traditional machine learning, deep learning techniques automatically generate features, which saves feature engineering costs, but in return may require larger amounts of labeled data. Interestingly, recent research in data collection comes not only from the machine learning, natural language, and computer vision communities, but also from the data management community due to the importance of handling large amounts of data. In this survey, we perform a comprehensive study of data collection from a data management point of view. Data collection largely consists of data acquisition, data labeling, and improvement of existing data or models. We provide a research landscape of these operations, provide guidelines on which technique to use when, and identify interesting research challenges. The integration of machine learning and data management for data collection is part of a larger trend of Big data and Artificial Intelligence (AI) integration and opens many opportunities for new research."
589,,Security and Privacy Implications on Database Systems in Big Data Era - A Survey.,"G. Dumindu Samaraweera,J. Morris Chang",https://doi.org/10.1109/TKDE.2019.2929794,TKDE,2021,"Data privacy,Solid modeling,Big Data applications,Data models,Database systems,Security,Standards","For over many decades, relational database model has been considered as the leading model for data storage and management. However, as the Big Data explosion has generated a large volume of data, alternative models like NoSQL and NewSQL have emerged. With the advancement of communication technology, these database systems have given the potential to change the existing architecture from centralized mechanism to distributed in nature, to deploy as cloud-based solutions. Though all of these evolving technologies mostly focus on performance guarantees, it is still being a major concern how these systems can ensure the security and privacy of the information they handle. Different datastores support different types of integrated security mechanisms, however, most of the non-relational database systems have overlooked the security requirements of modern Big Data applications. This paper reviews security implementations in today's leading database models giving more emphasis on security and privacy attributes. A set of standard security mechanisms have been identified and evaluated based on different security classifications. Further, it provides a thorough review and a comprehensive analysis on maturity of security and privacy implementations in these database models along with future directions/enhancements so that data owners can decide on most appropriate datastore for their data-driven Big Data applications."
590,,A Semi-Automatic Design Methodology for (Big) Data Warehouse Transforming Facts into Dimensions.,"Lucile Sautot,Sandro Bimonte,Ludovic Journaux",https://doi.org/10.1109/TKDE.2019.2925621,TKDE,2021,"Data models,Design methodology,Benchmark testing,Analytical models,Data warehouses,Standards,Biological system modeling","A decision support system is used by decision makers for a long time. But, in some cases, the originally designed multidimensional schema does not cover the entire needs of decision makers, which can change over time. One such unfulfilled need, is using facts to describe dimension members. In this article, we propose a methodology to transform the constellation schema of a data warehouse by integrating factual data into a dimension. The proposed methodology and algorithms enrich a constellation multidimensional schema with new analytical possibilities for decision makers. This enrichment has repercussions for the entire multidimensional schema that are managed by multidimensional modeling, hierarchy calculation and the hierarchy version. In this article, we present a theoretical view of the proposed methodology supported by a case study, an implemented prototype and a complete evaluation based on a standard benchmark."
591,,Efficient Distributed k-Clique Mining for Large Networks Using MapReduce.,"Saeed Shahrivari,Saeed Jalili",https://doi.org/10.1109/TKDE.2019.2936027,TKDE,2021,"Cloud computing,Data mining,Memory management,Task analysis,Social networking (online),Bioinformatics,Multicore processing","Mining cliques of a network is an important problem that has many applications in different fields like social networks, bioinformatics, and web analysis. In most applications, mining fixed sized cliques, known as k-cliques, is enough. However, mining cliques of a large network is very challenging using current solutions, and it takes a considerable time using a commodity machine. Also, very large networks cannot be efficiently loaded into memory of a single machine. To overcome these limitations, we have proposed a solution named KCminer, which is based on state space search and can be totally fitted into the MapReduce framework. Using the MapReduce framework, it is possible to run KCminer on cloud computing platforms and hence, process very large networks in feasible time. Our experiments which were performed on a cloud computing platform with 100 machines show that KCminer is both fast and scalable. Besides the MapReduce framework, KCminer executes efficiently on parallel shared memory systems. We performed some experiments on a commodity multicore desktop and showed that KCminer can effectively use the power of all cores. The experimental results show that even using a single thread, KCminer is much faster than available serial tools like MACE."
592,,Sys-TM - A Fast and General Topic Modeling System.,"Yingxia Shao,Xupeng Li,Yiru Chen,Lele Yu,Bin Cui 0001",https://doi.org/10.1109/TKDE.2019.2956518,TKDE,2021,"Inference algorithms,Data models,Probabilistic logic,Cultural differences,Computational modeling,Complexity theory,Resource management","Topic models, such as LDA and its variants, are popular probabilistic models for discovering the abstract “topics” that occur in a collection of documents. However, the performance of topic models may vary a lot for different workloads, and it is not a trivial task to achieve a well-optimized implementation. In this paper, we systematically study all recently proposed samplers over LDA: AliasLDA, F+LDA, LightLDA, and WarpLDA, and discover a novel system tradeoff by considering the diversity and skewness of workloads. Then, we propose a hybrid sampler which can cleverly choose an efficient sampler with the tradeoff, and apply the hybrid sampler to LDA and its variants, including STM, TOT and CTM. Finally, we build a fast and general topic modeling system Sys-TM, which provides a unified topic modeling framework by integrating the hybrid sampler. Based on our empirical studies, the hybrid sampler outperforms the state-of-the-art samplers by up to 
<inline-formula><tex-math notation=""LaTeX"">$2\times$</tex-math> </inline-formula>
 over various topic models, and with carefully engineered implementation, Sys-TM is able to outperform the existing systems by up to 
<inline-formula><tex-math notation=""LaTeX"">$10\times$</tex-math> </inline-formula>
."
593,,Deep Variational Matrix Factorization with Knowledge Embedding for Recommendation System.,"Xiaoxuan Shen,Baolin Yi,Hai Liu 0004,Wei Zhang,Zhaoli Zhang,Sannyuya Liu,Naixue Xiong",https://doi.org/10.1109/TKDE.2019.2952849,TKDE,2021,"Neural networks,Deep learning,Bayes methods,Knowledge engineering,Predictive models,Probability density function,Collaboration","Automatic recommendation has become an increasingly relevant problem to industries, which allows users to discover new items that match their tastes and enables the system to target items to the right users. In this article, we have proposed a deep learning based fully Bayesian treatment recommendation framework, DVMF, which has high-quality performance and ability to integrate any kinds of side information handily and efficiently. In DVMF, the variational inference technique and the reparameterization tricks are introduced to make DVMF possible to be optimized by the stochastic gradient-based methods, in addition, two novel deep neural networks have been constructed to infer the hyper-parameters of the distributions of latent factors from the knowledge of user and item, which are represented as low-dimensional real-valued vectors retaining primary features. Experimental results on five public databases indicate that the proposed method performs better than the state-of-the-art recommendation algorithms on prediction accuracy in terms of quantitative assessments."
